計畫年度,主持人姓名,執行機關,內容
113,古怡青,淡江大學學校財團法人淡江大學歷史學系,"計畫名稱：唐前期皇帝巡幸官員研究—以扈從官為中心成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：612,000元(各年度經費明細)計畫概述：本研究計畫將透過從大駕鹵簿的角度，分析唐太宗、武則天與唐玄宗巡幸時人事部署的職責與角色。本研究計畫完成後，可使唐代皇帝巡幸研究扈從官與留守官的關係，獲得適當的解答。中文關鍵字：唐玄宗、巡幸、扈從官、大唐開元禮、鹵簿英文關鍵字：Emperor Xuanzong of Tang, inspection tour , the accompanying officials , ,Datang Kaiyuan Li, Escort Carriage( lubu)中文摘要：本文以《大唐開元禮》所載「大駕鹵簿」為中心，並以「慶唐觀紀聖銘」碑陰題名作為唐玄宗巡幸實例，考察唐玄宗巡幸時，文武官員隨幸扈從官的職責與角色，從「慶唐觀紀聖銘」碑陰題名與《大唐開元禮》「大駕鹵...(詳)英文摘要：This article focuses on the ""Grand Imperial Route"" documented in the ""Da Tang Kaiyuan Li"" (Kaiyuan Li of the Great Tang Dynasty) and uses the inscriptions on the reverse side of the ""Qing Tang Gua...(詳)"
113,古進上,中央研究院地球科學研究所,"計畫名稱：分散式聲波感測與密集地震儀陣列於地震噪訊互相關之應用成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：1,375,000元(各年度經費明細)計畫概述：本計畫預計結合密集地震儀陣列及DAS等兩種觀測資料，利用所記錄到之環境噪訊進行測站間之互相關分析。主旨為測試並建立DAS與地震儀資料互相關分析的流程，進一步期待能對區域表面波層析成像做出貢獻，...(詳)中文關鍵字：分佈式聲波感測（DAS）、海纜暗光纖、環境噪訊互相關英文關鍵字：Distributed Acoustic Sensing (DAS), submarine dark fiber, ambient noise cross-correlation中文摘要：本研究利用 28 個寬頻地震站與分散式聲波感測（DAS）系統的 309 個通道（對應約 25 公里長的暗光纖）進行環境噪訊互相關分析（CCF）。雖然整體處理流程已順利完成，但結果顯示波形的信噪...(詳)英文摘要：This study integrates Distributed Acoustic Sensing (DAS) technology with broadband seismometers to perform Ambient Noise Cross-Correlation (ANCC) analysis on a submarine dark fiber cable offshore ...(詳)"
113,古博文,國立中興大學運動與健康管理研究所,"計畫名稱：大型運動與健康資料庫評估研究計畫成果報告：未達繳交期限執行起迄：2024/12/01~2028/11/30總核定金額：16,000,000元(各年度經費明細)計畫概述：本計畫透過評估與分析國內外大型運動與健康資料庫，預期將有其重要意義與價值。(一) 本計畫有助於了解各國運動參與率之現況與趨勢，以及國內外大型資料庫之特色與其在運動測量工具上的異同。(二) 經由...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,古孟玄,國立政治大學歐洲語文學系,"計畫名稱：馬奎斯與马尔克斯的翻譯故事：文本對等的詮釋方式、譯作背後的多元語境以及翻譯文字的可塑性成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：775,000元(各年度經費明細)計畫概述：值此諾貝爾文學獎作者馬奎斯的中譯作品漸趨完整之際，本計畫透過繁簡中文在文本編輯及文字翻譯的共性及個性分析相關影響因素。首先將重新整理翻譯理論中的對等概念，不僅僅是聖經譯者Nida所撰述的形式和...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,古慧雯,國立臺灣大學經濟學系暨研究所,"計畫名稱：鴉片戰爭前後中國糧食市場的整合性研究(1/2)成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：2,088,000元(各年度經費明細)計畫概述：鴉片戰爭與不平等條約一直被視為中國近代史上的恥辱, 但這也是中國走向開放的關鍵時刻。我們想從運輸革命的角度來檢視中國開港對於民生經濟的影響, 從更廣闊的視野來檢視十九世紀下半葉的中國經濟。中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,古佳苓,國立成功大學職能治療學系,"計畫名稱：中風患者體感覺功能恢復型態之長期追蹤暨神經機制探究成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：3,297,000元(各年度經費明細)計畫概述：超過半數患者於中風後造成體感覺功能損傷，影響其安全、動作和日常活動，也影響復健成效。然而，目前極欠缺研究設計良好的體感覺功能長期追蹤研究，限縮臨床與學界對體感覺功能恢復的型態、神經機制和相關因...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,古璧慎,銘傳大學觀光事業學系,"計畫名稱：「去有風的地方」走走–戲劇敘事傳輸會影響旅遊啟發嗎？兼論目的地魅力與目的地自我一致性之中介角色成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：709,000元(各年度經費明細)計畫概述：本研究基於意象轉移理論，提出敘事傳輸透過目的地魅力、目的地自我一致性影響旅遊啟發的理論模型。研究中運用意象轉移理論的概念在解釋觀劇者在敘事體驗時如何將反應移轉到目的地與意圖面向的效性和合理性。...(詳)中文關鍵字：敘事傳輸、旅遊啟發、目的地魅力、目的地自我一致性、意象轉移英文關鍵字：narrative transportation, travel inspiration, destination fascination, destination self-congruity, image transfer中文摘要：本研究探討影視觀光現象中，觀眾在戲劇觀看過程的心理經驗，如何經由敘事傳輸機制，影響其對劇中目的地的魅力感知與自我一致性連結，進而啟發旅遊的想法。研究以臺灣與中國地區的觀眾為對象，採網路問卷進行...(詳)英文摘要：This study examines how viewers’ psychological experiences during drama watching influence their perceptions of destination fascination and destination self-congruity through the mechanism of narr...(詳)"
113,古黃守廉,長庚大學職能治療學系,"計畫名稱：以自動化情緒抑制與挫折作業探討注意不足過動症和易怒的關聯性成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：1,092,000元(各年度經費明細)計畫概述：此計畫之目的是利用類別和連續性的觀點釐清ADHD與易怒在情緒處理歷程的行為功能與神經生理活動的關聯性，並希望日後可提供在臨床上易怒問題介入方式的建議。中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,古鯉榕,國立成功大學醫學系公共衛生科暨研究所,"計畫名稱：冠狀動脈支架介入對於台灣的慢性冠狀動脈心臟疾病治療的成本效果分析成果報告：未達繳交期限執行起迄：2024/08/01~2026/07/31總核定金額：2,660,000元(各年度經費明細)計畫概述：慢性冠心症病人(CCS)使用冠狀動脈支架介入(PCI)不僅實證醫學的效果有限，支架的費用也高昂，在健保資源有限的考量之下，本計畫結果將可提供台灣CCS病人接受PCI治療的真實世界數據，包括PC...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,古志生,義守大學土木工程學系,"計畫名稱：台灣地盤土壤液化易損性指數之研究成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：710,000元(各年度經費明細)計畫概述：本研究計畫蒐集自集集地震以來發生土壤液化區域的CPT資料，建置台灣的CPT液化案例資料庫，應用液化案例資料檢視Robertson(2022)、Boulanger and Idriss (201...(詳)中文關鍵字：土壤液化、液化潛能指數、液化嚴重性數值、液化易損性指數英文關鍵字：Liquefaction, Liquefaction Potential Index (LPI), Liquefaction Severity Number (LSN), Liquefaction vulnerability index (LVI)中文摘要：Iwasaki et al. (1978)提出的液化潛能指數(Liquefaction potential index, LPI)、液化沉陷量(Post-liquefaction settle...(詳)英文摘要：Liquefaction potential index (LPI) was proposed by Iwasaki et al (1978). Seismic settlement can be treated as an index of ground damage due to liquefaction.
Liquefaction Severity Number (LSN) is ...(詳)"
113,古忠傑,國立高雄科技大學海事學院輪機工程系,"計畫名稱：具區間時變延遲之線性參數時變隨機系統之H_infinity觀測控制器設計成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：743,000元(各年度經費明細)計畫概述：本計畫針對線性參數時變延遲系統探討 H_infinity 延遲相依控制問題，根據所發展的轉換技術，使時間延遲效應有效的被轉換為可分析之項次，再藉由本計畫提出的 H_infinity 性能指標，...(詳)中文關鍵字：凸倒數不等式、線性參數時變系統、乘積式雜訊、H∞ 控制性能、區間型時變延遲英文關鍵字：Reciprocal Convex Inequality, LPV System, Multiplicative Noise, H∞ Performance, Interval Time-Varying Delay中文摘要：本計畫藉由線性參數時變系統與隨機微分方程式來描述線性時變隨機系統，並在系統狀態無法被完全量測之狀態下探討該系統之控制問題，同時考慮區間型時變延遲效應與外部雜訊影響，以考量更為真實之操作環境與問...(詳)英文摘要：This project uses the Linear Parameter Varying (LPV) system and stochastic differential equation to describe the linear time-varying stochastic systems. And, the control problem of the considered ...(詳)"
113,可文亞,國立陽明交通大學生命科學系暨基因體科學研究所,"計畫名稱：偵測進行中的自然選擇力在基因體上的印記與其在疾病易感性上所扮演的角色成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：1,420,000元(各年度經費明細)計畫概述：這項研究計畫旨在利用中央研究院台灣人體生物資料庫（Taiwan Biobank）收集的全基因體基因型數據，涵蓋120,148位台灣漢人，來探索目前在台灣漢人族群中正在經歷自然選擇影響的遺傳變異...(詳)中文關鍵字：自然選擇、年齡依賴的等位基因頻率變化、疾病易感性、台灣漢人英文關鍵字：natural selection, age-dependent allele frequency change, disease susceptibility, Han Taiwanese population中文摘要：辨識影響疾病易感性的基因與遺傳變異，仍是理解常見疾病之成因的核心挑戰之一。影響複雜性狀（包括常見疾病）的變異也可能影響生物體適應度，因而受到淨化選汰（purifying selection）的...(詳)英文摘要：Identifying genes and genetic variants that contribute to disease susceptibilities remains a central challenge in understanding common diseases. Variants that influence complex traits including co...(詳)"
